_id,X,Y,FID,Name_of_Sc,Level_,Status,SchSponsor,Type1,Type2,Type3,PupilTeach,ClassrmRat,ToiletRati,No_Classrm,BoysToilet,GirlsToilet,TeachersTo,TotalToile,TotalBoys,TotalGirls,TotalEnrol,GO_KTSC_M,GOK_TSC_F,authorityM,authorityF,PTA_BOG_M,PTA_BOG_F,OthersM,OthersF,NoTeaching,NonTeachin,Province,District,Division,Location,Costituenc,Latitude,Longitude
11412,35.73,-0.39,11412,KIPTULWA PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,92.4,42,35.5,11,5,8,2,0,0,0,462,4,1,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,KERINGET,KURESOI,KERINGET,-0.39,35.73
11413,36.01,-0.24,11413,MERCY NJERI PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,25.9,33.9,36.8,13,6,6,3,0,0,0,441,2,15,0,0,0,0,0,0,2,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,KIAMUNYI,-0.24,36.01
11414,36.02,-0.51,11414,MILIMANI PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,58.6,32.6,18.3,9,8,8,2,0,0,0,293,5,0,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,LARE,MOLO,BAGARIA,-0.51,36.02
11415,36.04,-0.53,11415,KAPYEMIT PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,60.6,60.6,34.6,8,8,6,3,0,0,0,485,6,2,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,LARE,MOLO,BAGARIA,-0.53,36.04
11416,36,-0.15,11416,CHIEF KARIUKI ACADEMY PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.9,8.9,31,7,1,1,1,0,0,0,62,0,0,0,0,0,0,5,4,1,1,RIFT VALLEY,NAKURU,RONGAI,RONGAI,KIAMUNYI,-0.15,36
11417,35.73,-0.39,11417,OASIS JACADEMY  PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,ORDINARY,17,28.3,21.3,3,2,2,1,0,0,0,85,0,0,0,0,0,0,1,4,0,1,RIFT VALLEY,NAKURU,KERINGET,KURESOI,KERINGET,-0.39,35.73
11418,36.02,-0.44,11418,NDEMI PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,34.2,36.8,20,13,12,12,2,0,0,0,479,8,6,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,LARE,MOLO,NGORIGA,-0.44,36.02
11419,36,-0.16,11419,OL-RONGAI PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,45.2,50,73.1,19,5,8,2,0,0,0,950,11,10,0,0,0,0,0,0,2,1,RIFT VALLEY,NAKURU,RONGAI,RONGAI,KIAMUNYI,-0.16,36
11420,35.71,-0.43,11420,TEMBWA PRI SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,46.3,69.5,3,1,1,1,0,0,0,139,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,KERINGET,KURESOI,KERINGET,-0.43,35.71
11421,36.05,-0.45,11421,MUTHIGA PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,LARE,MOLO,NAISHI,-0.45,36.05
11422,36.03,-0.17,11422,TULWOBMOI PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,17.4,21.8,17.4,4,2,3,2,0,0,0,87,1,4,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.17,36.03
11423,36.04,-0.43,11423,NAISHI PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,54.4,30.6,22.3,16,10,12,4,0,0,0,490,7,2,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,LARE,MOLO,NAISHI,-0.43,36.04
11424,35.6,-0.42,11424,KIPLEGIN PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,212,42.4,106,5,1,1,1,0,0,0,212,1,0,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,KERINGET,KURESOI,CHEMANER,-0.42,35.6
11425,35.96,-0.16,11425,MOI KABARAK PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,24.2,40.8,40.8,16,8,8,4,0,0,0,653,7,20,0,0,0,0,0,0,15,14,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.16,35.96
11426,36.02,-0.39,11426,KERIKO PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,43.7,50.3,26.5,20,16,22,2,0,0,0,1006,15,8,0,0,0,0,0,0,2,0,RIFT VALLEY,NAKURU,LARE,MOLO,NAISHI,-0.39,36.02
11427,35.6,-0.43,11427,CHEMANER PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,79.3,59.5,51,12,6,8,2,0,0,0,714,6,3,0,0,0,0,0,0,2,0,RIFT VALLEY,NAKURU,KERINGET,KURESOI,CHEMANER,-0.43,35.6
11428,35.98,-0.56,11428,ST MARK ACADEMY,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,7,2.3,3.5,3,1,1,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,SUGURU,-0.56,35.98
11429,36,-0.41,11429,SINENDET PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,INTEGRATED,51.1,48.2,43.4,18,8,12,4,0,0,0,868,12,5,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,LARE,MOLO,GICHOBO,-0.41,36
11430,35.96,-0.16,11430,KIRAM JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,7,4.7,7,3,1,1,1,0,0,0,14,0,0,0,0,0,0,0,2,0,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.16,35.96
11431,35.58,-0.47,11431,KORAO PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,57.9,41.4,10,8,6,4,0,0,0,579,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,KERINGET,KURESOI,TINET,-0.47,35.58
11432,35.99,-0.47,11432,MUTIRIMA PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,40.5,43.1,86.1,16,4,4,2,0,0,0,689,10,7,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,NJORO,MOLO,MAUCHE,-0.47,35.99
11433,35.96,-0.15,11433,SENETWE HILLS VIEW ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,5.3,6.9,0,7,0,0,2,0,0,0,48,0,0,0,0,0,0,4,5,1,2,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.15,35.96
11434,35.6,-0.41,11434,BORON PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,58.7,41.1,13.7,10,12,18,3,0,0,0,411,4,3,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,KERINGET,KURESOI,CHEMANER,-0.41,35.6
11435,35.98,-0.56,11435,ANALAT PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,68.2,55.4,42.2,16,8,13,2,0,0,0,886,7,6,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,SURURU,-0.56,35.98
11436,35.99,-0.48,11436,MUTARAKWA PRIMARY,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,96.5,96.5,88.5,22,8,16,2,0,0,0,2123,10,12,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,NJORO,MOLO,KIHINGO,-0.48,35.99
11437,35.57,-0.51,11437,KAPKOI PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,83,51.1,41.5,13,6,10,3,0,0,0,664,7,1,0,0,0,0,0,0,2,1,RIFT VALLEY,NAKURU,KERINGET,KURESOI,TINET,-0.51,35.57
11438,35.96,-0.14,11438,PHYLLIS MEMORIAL PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,14,14,10.5,6,4,4,2,0,0,0,84,0,0,0,0,0,0,3,3,4,1,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.14,35.96
11439,36,-0.24,11439,PAMHILL ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,22,22,7.3,1,2,1,1,0,0,0,22,0,0,0,0,0,0,0,1,2,1,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.24,36
11440,35.58,-0.41,11440,SELILIAN ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,ORDINARY,16,24,19.2,8,5,5,2,0,0,0,192,0,0,0,0,0,0,7,5,7,4,RIFT VALLEY,NAKURU,KERINGET,KURESOI,CHEMANER,-0.41,35.58
11441,35.99,-0.5,11441,LUSIRU PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,52.1,39.1,24.4,20,16,16,2,0,0,0,782,11,4,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,NJORO,MOLO,MAUCHE,-0.5,35.99
11442,35.98,-0.23,11442,STERAH ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,13.1,14.8,23.6,8,3,2,1,0,0,0,118,0,0,0,0,0,0,3,6,0,2,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.23,35.98
11443,35.56,-0.41,11443,BANANA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,48.2,32.1,48.2,9,3,3,2,0,0,0,289,2,4,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,KERINGET,KURESOI,CHEMANER,-0.41,35.56
11444,36.01,-0.49,11444,MUTUMBURU PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,57.3,43,21.5,8,8,8,2,0,0,0,344,6,0,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,NJORO,MOLO,MAUCHE,-0.49,36.01
11445,35.97,-0.23,11445,SASUMUA PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,33.8,36.9,81.2,11,2,3,2,0,0,0,406,5,7,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.23,35.97
11446,35.58,-0.43,11446,KAMWAURA PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,62.7,43.9,14.2,10,15,16,2,0,0,0,439,4,3,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,KERINGET,KURESOI,CHEMANER,-0.43,35.58
11447,35.97,-0.5,11447,MAUCHE PRIMARY,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,23.2,23.2,17.4,9,6,6,2,0,0,0,209,2,7,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,NJORO,MOLO,MAUCHE,-0.5,35.97
11448,35.95,-0.22,11448,MENENGAI PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,35,26.3,35,16,7,5,2,0,0,0,420,3,9,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.22,35.95
11449,35.97,-0.5,11449,VICTORY PRIMARY,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,14,17.5,35,4,1,1,1,0,0,0,70,0,0,0,0,0,0,4,1,0,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,KAPKEMBU,-0.5,35.97
11450,35.95,-0.21,11450,MANG'U PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,37.5,37.5,40.2,15,7,7,4,0,0,0,563,4,11,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.21,35.95
11451,34.99,0.9,11451,BIG TREE PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,49.4,59.9,59.9,14,6,8,2,0,0,0,839,8,9,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.9,34.99
11452,35.96,-0.51,11452,TAITA PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,71.8,62.2,44.4,15,9,12,2,0,0,0,933,10,3,0,0,0,0,0,0,2,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,KAPKEMBU,-0.51,35.96
11453,35.96,-0.49,11453,KIMUGUL PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,45.3,34,34,8,4,4,2,0,0,0,272,6,0,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,MAUCHE,-0.49,35.96
11454,34.98,0.89,11454,MESO PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,43.5,54.3,108.7,12,2,4,2,0,0,0,652,8,7,0,0,0,0,0,0,1,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.89,34.98
11455,35.98,-0.24,11455,VEROVIAN ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,31.6,36.1,31.6,7,4,4,1,0,0,0,253,0,0,0,0,0,0,3,5,4,1,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.24,35.98
11456,35.94,-0.24,11456,TRINITY ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,8,5.3,4,3,2,2,2,0,0,0,16,0,0,0,0,0,0,0,2,0,1,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.24,35.94
11457,35.95,-0.49,11457,TEBESWET PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,0,55.9,46.6,10,8,4,2,0,0,0,559,0,0,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,KAPKEMBU,-0.49,35.95
11458,34.92,0.96,11458,BIRUNDA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,54.2,58.2,65.5,27,10,14,2,0,0,0,1572,13,16,0,0,0,0,0,0,2,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.96,34.92
11459,35.91,-0.25,11459,MWIMWAITA PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,25.7,25.7,36.7,10,3,4,2,0,0,0,257,2,8,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.25,35.91
11460,35.96,-0.48,11460,KAPKEMBU PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,47.7,35.8,35.8,8,4,4,2,0,0,0,286,4,2,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,MAUCHE,-0.48,35.96
11461,34.92,0.96,11461,ST. BONIFACE ACA,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,2.8,2.8,5.5,4,1,1,1,0,0,0,11,0,0,0,0,0,0,2,2,1,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.96,34.92
11462,35.87,-0.21,11462,BELBUR PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,41.9,49.5,54.5,11,6,4,2,0,0,0,545,4,9,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,LENGINET,-0.21,35.87
11463,35.97,-0.48,11463,PEFA VICTORY PRIMARY,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,1.7,2.5,3,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,MAUCHE,-0.48,35.97
11464,35.87,-0.25,11464,GAAKWEN PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,53.4,42.7,38.8,10,6,5,3,0,0,0,427,4,4,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.25,35.87
11465,34.95,0.95,11465,KIUNGANI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,44.7,55.9,55.9,16,8,8,4,0,0,0,894,6,14,0,0,0,0,0,0,2,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.95,34.95
11466,35.95,-0.47,11466,CHEBITET PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,55.3,55.3,36.8,8,7,5,2,0,0,0,442,6,2,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,MAUCHE,-0.47,35.95
11467,35.88,-0.27,11467,ATEBWO PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,54.3,54.3,27.2,10,12,8,1,0,0,0,543,5,5,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.27,35.88
11468,35.84,-0.25,11468,GOSPEL CHRISTIAN ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,4.6,5.9,4.1,7,5,5,2,0,0,0,41,0,0,0,0,0,0,5,4,3,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.25,35.84
11469,34.92,0.94,11469,MAKINDU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,41.9,62.9,29.6,8,9,8,2,0,0,0,503,6,6,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.94,34.92
11470,35.97,-0.51,11470,WISDOM STAR ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,COMMUNITY,MIXED,DAY ONLY,ORDINARY,8.7,10.4,26,5,1,1,1,0,0,0,52,0,0,0,0,0,0,4,2,1,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,TUIYOTICH,-0.51,35.97
11471,35.96,-0.53,11471,LARE PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,70,75.4,39.2,13,12,13,2,0,0,0,980,8,6,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,SURURU,-0.53,35.96
11472,35.85,-0.23,11472,MT. SINAI PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,5.1,9,3,4,6,6,7,0,0,0,36,0,0,0,0,0,0,4,3,4,3,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.23,35.85
11473,34.95,0.93,11473,DEKKO ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,ORDINARY,22.3,33.4,26.7,8,5,5,2,0,0,0,267,0,0,0,0,0,0,9,3,5,2,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.93,34.95
11474,35.83,-0.2,11474,LELDET PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,53.4,53.4,60.1,9,4,4,4,0,0,0,481,4,5,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.2,35.83
11475,35.97,-0.51,11475,AGC ACADEMY PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,TUIYOTICH,-0.51,35.97
11476,35.99,-0.51,11476,SIRYAT PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,43.4,38,38,8,4,4,2,0,0,0,304,5,2,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,TUIYOTICH,-0.51,35.99
11477,34.95,0.92,11477,WEKHONYE PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,44.6,64.1,57,16,9,9,4,0,0,0,1026,7,16,0,0,0,0,0,0,2,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.92,34.95
11478,35.84,-0.21,11478,CHEPSEON EKE PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,17.5,17.5,17.5,2,1,1,1,0,0,0,35,0,0,0,0,0,0,1,1,1,1,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.21,35.84
11479,35.99,-0.53,11479,TUIYOTICH  EMMAH SCHOOL PRI,PRIMARY SCHOOL,PRIVATE,COMMUNITY,MIXED,DAY ONLY,ORDINARY,10,10,5,1,1,1,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,TUIYOTICH,-0.53,35.99
11480,35.85,-0.21,11480,BLUMAX ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,14,9.3,4.7,3,3,3,0,0,0,0,28,0,0,0,0,0,0,1,1,0,1,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.21,35.85
11481,34.97,0.91,11481,NAKWANGWA PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,42.3,33.9,63.5,15,4,4,2,0,0,0,508,8,4,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.91,34.97
11482,34.94,0.92,11482,BARATON PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,46.4,60.7,46.4,13,7,10,3,0,0,0,789,4,13,0,0,0,0,0,0,1,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.92,34.94
11483,35.86,-0.21,11483,RONGAI VICTORY PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.8,6.8,13.5,4,1,1,1,0,0,0,27,0,0,0,0,0,0,0,4,2,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.21,35.86
11484,36,-0.53,11484,EWAAT PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,69,62.1,0,10,0,0,0,0,0,0,621,8,1,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,MAUCHE,-0.53,36
11485,35.85,-0.22,11485,ST. LUCIA PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,21.7,21.7,32.5,3,1,1,1,0,0,0,65,0,0,0,0,0,0,1,2,2,1,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.22,35.85
11486,35.99,-0.55,11486,MOSOP PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,62.7,56.4,37.6,10,7,8,1,0,0,0,564,5,4,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,MAUCHE,-0.55,35.99
11487,34.92,0.89,11487,ST. BRIGIDS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,31,41.3,4,2,1,1,0,0,0,124,0,0,0,0,0,0,0,0,3,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.89,34.92
11488,35.85,-0.23,11488,OUR LADY OF VICTORY PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,20.1,26.1,65.3,10,2,2,1,0,0,0,261,0,0,0,0,0,0,9,4,7,4,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.23,35.85
